config,run_id,hv,igd,feasible,E_best_kWh,energy_saving_pct,runtime_s
A,1,1.10149971142317,0.0341607988367601,0.55,23.2708057123688,76.986667891514,3143.1830457
B,1,1.13297387055106,0.00309514618508427,0.516,23.3354040290241,76.9227843056505,3063.5156224
C,1,1.10064663347955,0.0346743994764111,0.546,23.3448539890688,76.9134389021605,6570.4958455
D,1,1.13247206740472,0.00659548009891078,0.526,23.2916714881901,76.9660329794867,5909.3228459
