config,run_id,hv,igd,feasible,E_best_kWh,energy_saving_pct,runtime_s
A,1,1.1274480921513,0.0244313160743407,0.68,25.4459354616725,71.800806541635,1705.9015542
B,1,NaN,NaN,NaN,NaN,NaN,NaN
C,1,NaN,NaN,NaN,NaN,NaN,NaN
D,1,1.15032629884874,0.00191762352386924,0.52,25.4713440320202,71.7726487562073,2741.0327254
