config,run_id,hv,igd,feasible,E_best_kWh,energy_saving_pct,runtime_s
A,1,1.08186906032275,0.00242480617366998,0.716,23.1196198704104,73.7429434215357,1840.1582472
B,1,1.08182734273459,0.0177117119693853,0.818,24.191714063662,72.5253612100877,1817.5593348
C,1,1.06592316557066,0.00553155013656689,0.624,23.0980862130739,73.7673992933101,2322.1033988
D,1,1.07965619192399,0.0057493338728779,0.628,23.1020983280688,73.762842716212,2500.4004408
