config,use_llm_advisor,run_id,hv,igd,feasible,E_best_kWh,energy_saving_pct,runtime_s
D,0,10,1.05061557228546,0.010175444196147,0.9,20.0874698704017,74.4352765428566,951.9929949
C_LLM,1,1,1.0381157005221,0.00343456853503526,0.763333333333333,20.0782119860054,74.4470587760556,1350.2180236
C_LLM,1,2,1.03804253950548,0.00355870996110227,0.756666666666667,20.0884325975053,74.4340513088014,1354.3467288
C_LLM,1,3,1.03812763741117,0.00350471456779438,0.75,20.0775990930416,74.4478387866407,1353.3042591
C_LLM,1,4,1.03805898432039,0.00344795832987448,0.75,20.0772698348273,74.4482578237444,1358.0517884
C_LLM,1,5,1.0381091355703,0.00345164171164148,0.766666666666667,20.0801098159177,74.4446434645609,1359.3754729
C_LLM,1,6,1.03809845064447,0.00333820540126364,0.763333333333333,20.0705242117626,74.4568427769171,1352.7776781
C_LLM,1,7,1.03811992431626,0.00328556536770344,0.803333333333333,20.0768824513056,74.4487508351922,1359.5944044
C_LLM,1,8,1.03811396967728,0.00338390892618007,0.803333333333333,20.0768796424817,74.4487544098985,1361.4117009
C_LLM,1,9,1.03811472367327,0.00338417078928121,0.756666666666667,20.0774066818053,74.4480836626792,1137.2137292
C_LLM,1,10,1.0381102820152,0.00337170264444043,0.806666666666667,20.0775133861783,74.447947863208,1132.850634
D_LLM,1,1,1.04529266342247,0.0050712638298143,0.87,20.0965014220068,74.4237823566468,1680.9512087
D_LLM,1,2,1.04862300050198,0.00672311536981437,0.85,20.2154242425009,74.2724328318789,1778.91442
D_LLM,1,3,1.05082509450433,0.0113378466729144,0.876666666666667,20.1292836010639,74.3820614556412,1769.6659518
D_LLM,1,4,1.0493715387449,0.008517066535021,0.876666666666667,20.0915710952153,74.4300570364245,1774.1249676
D_LLM,1,5,1.05095926252626,0.00457555398709545,0.853333333333333,20.1266990284363,74.3853507640959,1784.634818
D_LLM,1,6,1.04694791292105,0.013455205105645,0.866666666666667,20.146689109325,74.3599099846895,1697.1570595
D_LLM,1,7,1.04854631604248,0.00555017347149284,0.863333333333333,20.0682490648074,74.4597382885524,1782.4902278
D_LLM,1,8,1.04996181281597,0.00461635342663471,0.85,20.2013939749326,74.2902887347242,1781.4666115
D_LLM,1,9,1.05034750014396,0.00614413318968739,0.83,20.0908027999942,74.431034822825,1370.4945567
D_LLM,1,10,1.04845806525174,0.00713164096745213,0.853333333333333,20.0920307007825,74.4294721101345,1335.6885498
