config,use_llm_advisor,run_id,hv,igd,feasible,E_best_kWh,energy_saving_pct,runtime_s
A,0,1,1.06850580213986,0.00171758278789008,0.696666666666667,20.0691144708423,74.4586369121171,772.0178561
A,0,2,1.0684776393068,0.001732143177124,0.706666666666667,20.0691144708423,74.4586369121171,772.2883498
A,0,3,1.06841714972138,0.00177265741556738,0.696666666666667,20.0691144708423,74.4586369121171,765.8825638
A,0,4,1.0684789074435,0.00169188220684601,0.71,20.0691144708423,74.4586369121171,772.3646142
A,0,5,1.06851976889332,0.00180560135258555,0.71,20.0691144708423,74.458636912117,718.6724292
A,0,6,1.06850526903392,0.00165350660312033,0.71,20.0691144708423,74.458636912117,719.1489523
A,0,7,1.06851094176011,0.00170198208147499,0.716666666666667,20.0691144708423,74.4586369121171,712.8686587
A,0,8,1.06849179099479,0.001725345442154,0.713333333333333,20.0691144708423,74.4586369121171,719.1384706
A,0,9,1.06850480787959,0.00176157911882681,0.71,20.0691144708423,74.4586369121171,503.4736552
A,0,10,1.06848054386347,0.00170482211060843,0.713333333333333,20.0691144708423,74.4586369121171,504.7422784
B,0,1,1.06227617058509,0.017586165847845,0.846666666666667,20.8775949138929,73.4297079787847,728.6663107
B,0,2,1.06177259270993,0.0177642602482156,0.84,20.7905387740127,73.5405017300956,730.6034492
B,0,3,1.06072911672094,0.0179812127007956,0.883333333333333,20.7473282503502,73.5954944740796,722.8808045
B,0,4,1.06188083651618,0.0178554947357476,0.88,20.9058473875388,73.3937518986813,729.2152591
B,0,5,1.06092689273424,0.0177682446678429,0.853333333333333,21.0047307769104,73.2679059598895,738.0671995
B,0,6,1.0624282575339,0.0177903551891691,0.833333333333333,20.7983967305749,73.5305011432746,737.0858094
B,0,7,1.06293891139849,0.017753584599955,0.843333333333333,20.7826867384933,73.550494781382,729.9815722
B,0,8,1.06174461366981,0.017632091978135,0.843333333333333,20.8281833134668,73.4925926481144,735.2335112
B,0,9,1.09768472856338,0.0162026273072755,0.86,20.7540412826995,73.5869509981379,508.2321258
B,0,10,1.06382707942834,0.0176903695499971,0.883333333333333,20.7826867384933,73.550494781382,508.1063441
C,0,1,1.03809981563758,0.00344518935281281,0.76,20.0769204843009,74.4487024317341,1358.2058316
C,0,2,1.03813920594833,0.00332500248848596,0.773333333333333,20.1028672385192,74.4156807719392,1357.2837638
C,0,3,1.03813364999585,0.00333922290831206,0.803333333333333,20.0788582476553,74.4462362981394,1360.2132809
C,0,4,1.03823887627973,0.00330918715117988,0.75,20.0768973298206,74.4487318997502,1360.3233656
C,0,5,1.03811525726709,0.0033618479207784,0.803333333333333,20.0769445168537,74.4486718462214,1644.3868131
C,0,6,1.03812271430612,0.00334766581647003,0.76,20.0770407555773,74.4485493660697,1599.7386363
C,0,7,1.03811702640885,0.0033507191609245,0.803333333333333,20.0769267999218,74.4486943940319,1624.1180021
C,0,8,1.03809236002053,0.00340740887830489,0.753333333333333,20.0769934386603,74.448609584898,1629.1540011
C,0,9,1.03806967235858,0.00340929195037971,0.783333333333333,20.0768816464741,74.4487518594772,1304.2681334
C,0,10,1.03809018830959,0.00330776967621978,0.803333333333333,20.0768968947989,74.4487324533893,1323.782068
D,0,1,1.05044866695155,0.0101578593451837,0.856666666666667,20.1333078110561,74.3769399636739,1643.5624312
D,0,2,1.04791725160183,0.00967199573806657,0.856666666666667,20.0893958696007,74.4328253811514,1661.253965
D,0,3,1.04815452380893,0.00564553744856366,0.86,20.1333035718454,74.3769453587909,1655.6581285
D,0,4,1.04897120232591,0.00432335469933689,0.866666666666667,20.1250779192746,74.3874139013492,1662.1704802
D,0,5,1.04785548286838,0.00800518865320654,0.873333333333333,20.094744712097,74.4260180689256,1378.1254839
D,0,6,1.04850542655569,0.00618846074326004,0.88,20.0790728351439,74.4459631990463,1371.7536884
D,0,7,1.03764256064512,0.00961918669212766,0.923333333333333,20.09012160597,74.4319017581315,1383.8050078
D,0,8,1.05151970376313,0.00517369507269587,0.836666666666667,20.1038369458111,74.4144466544066,1390.4422329
D,0,9,1.05129435053981,0.00969899038554592,0.82,20.1809388293801,74.3163213880498,959.8864538
