config,run_id,hv,igd,feasible,E_best_kWh,energy_saving_pct,runtime_s
A,1,1.15419412996185,0.0127086344536715,0.622,17.6250871713946,83.358263197561,2045.1254667
B,1,1.17206816965873,0.00864211803463856,0.576,17.6197097597488,83.3633405891459,2669.1864073
C,1,1.1525344370068,0.0112597696226455,0.546,17.6134153216548,83.3692838438408,4177.7885036
D,1,1.15738740249834,0.0101772184646441,0.726,17.6292571104803,83.3543259104388,4963.9009425
