segment,method,available,target_time_s,representative_time_s,representative_energy_kWh,representative_runtime_s,time_gap_vs_target_s,energy_gap_vs_best_pct,source_seed,num_front_points,front_min_time_s,front_max_time_s,front_min_energy_kWh,front_max_energy_kWh,status,point_rule,source_file,note
IS01,CODEX DP,1,129,129.296905229685,8.88259006479484,129.2147569,0.29690522968545,0,NaN,1,129.296905229685,129.296905229685,8.88259006479484,8.88259006479484,within target window,min-energy within target window; fallback closest time,C:\Users\inshaallah_kaya\Baru\new_single_train_simulator_cakra\Dynamic_Programming\CODEX\results\all_segments_codex_results.mat,CODEX total search time = 129.217 s
IS01,NSGA-II (main),1,129,129.404329482717,9.14914376599388,131.5027465,0.404329482716577,3.00085559791276,3,449,67.0290632573248,203.768643714898,8.26528610918199,26.7272649936598,within target window,union Pareto front; min-energy within target window; fallback closest time,C:\Users\inshaallah_kaya\Baru\new_single_train_simulator_cakra\main\results\IS01\benchmark_results_nsga2-mopso-moead_base.mat,
IS01,MOPSO (main),1,129,129.403388134876,9.14916863101619,123.6973425,0.403388134876195,3.00113552777698,3,436,67.0290632573248,203.726068570637,8.26551279397835,26.7272649936598,within target window,union Pareto front; min-energy within target window; fallback closest time,C:\Users\inshaallah_kaya\Baru\new_single_train_simulator_cakra\main\results\IS01\benchmark_results_nsga2-mopso-moead_base.mat,
IS01,Convex Optimisation,1,129,129.999219828461,10.1173517587364,NaN,0.999219828460895,13.9009194945894,NaN,1,129.999219828461,129.999219828461,10.1173517587364,10.1173517587364,Solved,single deterministic solution,C:\Users\inshaallah_kaya\Baru\new_single_train_simulator_cakra\Convex Optimisation\results\IS01\CO_IS01_mosek_result.mat,Solver=mosek | Target=130.000 s
IS01,MILP,1,129,129,10.7942497489084,NaN,0,21.5214219069977,NaN,1,129,129,10.7942497489084,10.7942497489084,Solved,single deterministic solution,C:\Users\inshaallah_kaya\Baru\new_single_train_simulator_cakra\MILP\results\IS01\MILP_IS01_mosek_result.mat,Solver=mosek | Target=129.000 s
IS01,Improved NSGA-II + improved CC_CR,0,129,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,missing,,,E1_all_configs.mat not found for IS01.
