config,use_llm_advisor,run_id,hv,igd,feasible,E_best_kWh,energy_saving_pct,runtime_s
A,0,1,1.11347801355117,0.00184851915146714,0.686666666666667,16.9157176014989,74.789380518392,906.3406872
A,0,2,1.11352787134128,0.00204673411215578,0.69,16.9156420741596,74.7894930818113,892.3388993
A,0,3,1.11399570543901,0.00640914769773016,0.703333333333333,16.9220423110448,74.7799543829215,903.6080903
A,0,4,1.11400757645576,0.00636303230145628,0.703333333333333,16.9504994004178,74.7375428891476,905.853711
A,0,5,1.1139248770519,0.00183870743002833,0.676666666666667,16.9031339333474,74.8081347963318,869.1233064
A,0,6,1.11396108623893,0.00193961030442839,0.663333333333333,16.9154450447899,74.7897867277909,856.135667
A,0,7,1.11393222168987,0.00668119706263894,0.71,16.9031399363436,74.8081258496671,869.2377617
A,0,8,1.11391503188768,0.00209576392807986,0.66,16.956695767524,74.7283080309547,870.4694352
A,0,9,1.11272640099587,0.00657968912517845,0.69,16.9744412567212,74.7018607476525,481.4093359
A,0,10,1.11396480599496,0.00645476958080101,0.726666666666667,16.9568351183374,74.7281003471653,462.8423886
B,0,1,1.09403851277405,0.0247417029890954,0.953333333333333,17.2069319482323,74.3553644005992,658.0191635
B,0,2,1.10952818081074,0.0235719582972937,0.893333333333333,17.075730935275,74.5509020000787,667.8415618
B,0,3,1.0962919926355,0.024515684023317,0.953333333333333,17.2293302880297,74.3219826644557,656.8948951
B,0,4,1.10336646719167,0.0239756638958233,0.926666666666667,17.2197473486901,74.3362647565844,663.7079085
B,0,5,1.10483537844248,0.0257653884214227,0.916666666666667,17.264499665376,74.2695674012922,661.1333992
B,0,6,1.10825638940609,0.024446845426809,0.906666666666667,17.304604713172,74.2097961800472,654.0659655
B,0,7,1.09902112535007,0.0265299432482906,0.963333333333333,17.1731556538077,74.4057034595915,650.885762
B,0,8,1.10182954128055,0.0248673707185725,0.94,17.2376604758949,74.3095676312051,658.5930146
B,0,9,1.10776892912476,0.0237801331567453,0.936666666666667,17.2211624303629,74.3341557662105,461.6946554
B,0,10,1.1022880661705,0.0240049480862449,0.943333333333333,17.2319591639043,74.3180646758194,457.5570039
C,0,1,1.09835757083569,0.00303622828504663,0.866666666666667,16.9421141806333,74.7500399401292,1210.3778785
C,0,2,1.09846636911931,0.00762052435943623,0.883333333333333,16.9421208037488,74.7500300692595,1212.9472747
C,0,3,1.0989268247032,0.00301441620905523,0.863333333333333,16.942784353132,74.7490411374623,1195.2295837
C,0,4,1.09841199114655,0.00296629513759071,0.87,16.942237180031,74.7498566259427,1203.5944121
C,0,5,1.0975534032264,0.0032099387730608,0.88,17.0041493429862,74.6575848099714,1305.2395253
C,0,6,1.09875725597626,0.00766366143896293,0.876666666666667,16.9421145120648,74.7500394461748,1317.8971347
C,0,7,1.09835634528584,0.00309233518449008,0.873333333333333,16.9424579642392,74.7495275765467,1298.4980257
C,0,8,1.09833730802285,0.00301999116675342,0.906666666666667,16.9773862524475,74.6974716245671,1306.703286
C,0,9,1.09841588334413,0.00290486651588474,0.933333333333333,16.9420830766706,74.7500862964344,1265.3359373
C,0,10,1.09860103089124,0.00306831941016355,0.866666666666667,16.9422833795938,74.7497877716602,1257.6108198
D,0,1,1.1384835252804,0.0141341948788187,0.89,16.942974262307,74.7487581031826,1830.9804993
D,0,2,1.13653885828795,0.0119980470557661,0.88,16.9425667523215,74.749365442429,1822.7102476
D,0,3,1.13875836545404,0.00758332883955039,0.876666666666667,16.9623565737561,74.7198713547675,1834.2425811
D,0,4,1.10514509321862,0.00916846290086533,0.926666666666667,17.0106263440478,74.6479317043218,1832.036254
D,0,5,1.09798459140855,0.0109069294331973,0.976666666666667,16.9650116781354,74.7159142760453,1814.9403454
D,0,6,1.13153095998762,0.0173284289375764,0.92,16.9655337700409,74.7151361677396,1823.7766177
D,0,7,1.09811921721505,0.00905838629594037,0.97,17.0391335524269,74.6054455148584,1827.1627428
D,0,8,1.1038499504893,0.00882685942770246,0.953333333333333,17.0395081734268,74.6048871922555,1824.6028348
D,0,9,1.13480066703513,0.00936685272916013,0.863333333333333,16.9858637848307,74.6848369939773,1057.8184317
D,0,10,1.09791995309025,0.00981254411991097,0.95,16.9526278416626,74.734370731538,1044.2859164
